Amazon_BookTitle,Amazon_BookAuthor,Amazon_Rating,Amazon_Reviews Count,Amazon_Isbn-10,Amazon_Price,Flipkart_BookTitle,Flipkart_BookAuthor,Flipkart_Ratings,Flipkart_Reviews Count,Flipkart_Isbn-10,Flipkart_Price
Apke Avchetan Man Ki Shakti (The Power of your Subconscious Mind in Hindi), Joseph Murphy,4.5,585,8175993669,99,Apke Avchetan Man Ki Shakti (The Power of your Subconscious Mind in Hindi), Joseph Murphy,4.4,678,8175993669,143
50 Self-Help Classics (The 50 Classics), Tom Butler-Bowdon,3.6,4,1473658284,460,50 Self-Help Classics (The 50 Classics), Tom Butler-Bowdon,5,6,1473658284,368
Ego is the Enemy, Ryan Holiday,4.5,66,1781257019,421,Ego is the Enemy, Ryan Holiday,4.6,146,1781257019,389
The Psychology Book (Big Ideas), D.K.,4.2,33,1405391243,749,The Psychology Book (Big Ideas), D.K.,4.8,32,1405391243,930
"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage", Mel Robbins,4.4,69,1682612384,498,"The 5 Second Rule: Transform your Life, Work, and Confidence with Everyday Courage", Mel Robbins,4.8,76,1682612384,498
How to Prepare for Logical Reasoning for CAT, Arun Sharma,4,116,9352606949,398,How to Prepare for Logical Reasoning for CAT, Arun Sharma,4.5,2379,9352606949,451
Sanyasi Jisne Apni Sampati Bech Di: The Monk Who Sold His Ferrari (Hindi), Robin Sharma,4.6,2913,8179924947,142,Sanyasi Jisne Apni Sampati Bech Di: The Monk Who Sold His Ferrari (Hindi), Robin Sharma,4.4,464,8179924947,170
Xam Idea Chemistry Class 12 for 2019 Exam, VK Global Publications Pvt. Ltd.,4.6,27,9387958574,433,Xam Idea Chemistry Class 12 for 2019 Exam, VK Global Publications Pvt. Ltd.,4.5,63,9387958574,422
The Secret(Tamil),Rhonda Byrne,4.6,261,8183222056,288,The Secret(Tamil),Rhonda Byrne,4.5,1112,8183222056,240
Success - the Best of Napoleon Hill, Napoleon Hill,4.4,40,8183220797,144,Success - the Best of Napoleon Hill, Napoleon Hill,4.3,97,8183220797,160
Everything You Wanted To Know About Stock Market Investing - Revised & Updated..., TV18 Broadcast LTD (CNBC TV18),4.4,16,9387860191,284,Everything You Wanted To Know About Stock Market Investing - Revised & Updated..., TV18 Broadcast LTD (CNBC TV18),4.3,35,9387860191,320
Discover Your Destiny 15 million copies sold, Robin Sharma,4.4,188,8179923274,225,Discover Your Destiny 15 million copies sold, Robin Sharma,4.5,659,8179923274,235
Understanding Physics for JEE Main & Advanced Electricity & Magnetism, DC Pandey,4.3,73,9312147188,277,Understanding Physics for JEE Main & Advanced Electricity & Magnetism, DC Pandey,4.6,983,9312147188,327
GATE 2019: Mechanical Engineering - Previous Solved Papers, Made Easy Editorial Board,4.2,115,9351473635,420,GATE 2019: Mechanical Engineering - Previous Solved Papers, Made Easy Editorial Board,4.4,985,9351473635,510
Mirror Work: 21 Days to Heal Your Life, Louise L. Hay,4.5,41,9381431922,210,Mirror Work: 21 Days to Heal Your Life, Louise L. Hay,4.2,32,9381431922,280
Hero (Secret (Rhonda rne)),Rhonda Byrne,4.4,85,1471133443,639,Hero (Secret (Rhonda rne)),Rhonda Byrne,4.5,527,1471133443,559
How to Get From Where You Are to Where You Want to be, Jack Canfield,4.4,8,8183225039,255,How to Get From Where You Are to Where You Want to be, Jack Canfield,4.6,16,8183225039,265
Lakshya (Goals) (Hindi), Brian Tracy,4.5,90,8183221785,202,Lakshya (Goals) (Hindi), Brian Tracy,4.3,128,8183221785,150
Oswaal NCERT & CBSE Question Banks Class 8 Social Science, Oswaal Editorial Board,4.4,18,9386659964,189,Oswaal NCERT & CBSE Question Banks Class 8 Social Science, Oswaal Editorial Board,4.1,78,9386659964,159
CBSE WORKBOOK SOCIAL SCIENCE CLASS 6 for 2018 - 19, Arihant Experts,4.5,22,9311121924,92,CBSE WORKBOOK SOCIAL SCIENCE CLASS 6 for 2018 - 19, Arihant Experts,4.4,93,9311121924,92
Together with CBSE/NCERT Practice Material Chapterwise for Class 9 Social Science..., Namrata Singh,4.2,23,9387840107,349,Together with CBSE/NCERT Practice Material Chapterwise for Class 9 Social Science..., Namrata Singh,4.4,196,9387840107,303
Golden Social Science: (With Sample Papers) A Refresher for Class 10 (For 2019..., Rastogi Sudha,3.9,32,8122421741,498,Golden Social Science: (With Sample Papers) A Refresher for Class 10 (For 2019..., Rastogi Sudha,4.3,204,8122421741,507
Sociology of Indian Society, Rao C.N. Shankar,3.1,9,8121924030,400,Sociology of Indian Society, Rao C.N. Shankar,4.1,100,8121924030,539
Sociology: Principles of Sociology with an Introduction to Social Thoughts, Rao C.N. Shankar,4,32,8121910366,430,Sociology: Principles of Sociology with an Introduction to Social Thoughts, Rao C.N. Shankar,4.2,369,8121910366,430
Social Problems In India, Ram Ahuja,4.1,139,8131606279,260,Social Problems In India, Ram Ahuja,4.3,618,8131606279,295
The Billionaire Raj: A Journey through India's New Gilded Age, James Crabtree,3.9,34,9353020174,445,The Billionaire Raj: A Journey through India's New Gilded Age, James Crabtree,4.4,45,9353020174,445
7 Secrets of Shiva, Devdutt Pattanaik,4.3,397,9386224046,244,7 Secrets of Shiva, Devdutt Pattanaik,4.6,131,9386224046,244
From Plassey To Partition and After, Sekhar Bandyopadhyay,4.3,211,8125057234,260,From Plassey To Partition and After, Sekhar Bandyopadhyay,4.5,622,8125057234,265
Mass Communication in India, Keval J. Kumar,4.4,68,8172243731,150,Mass Communication in India, Keval J. Kumar,4.4,523,8172243731,189
Breaking India: Western Interventions in Dravidian and Dalit Faultlines, Rajiv Malhotra,4.7,285,8191067374,791,Breaking India: Western Interventions in Dravidian and Dalit Faultlines, Rajiv Malhotra,4.7,773,8191067374,718
"Immortal India: Young Country, Timeless Civilisation, Non-Fiction, Amish explores...", Amish Tripathi,4.2,216,8193432002,159,"Immortal India: Young Country, Timeless Civilisation, Non-Fiction, Amish explores...", Amish Tripathi,4.3,782,8193432002,159
Think and Grow Rich: Original Version, Napoleon Hill,4.6,3615,9562913244,529,Think and Grow Rich: Original Version, Napoleon Hill,5,2,9562913244,529
Roll of the Dice: Duryodhana’s Mahabharata (Ajaya Book 1), Anand Neelakantan,4.2,345,9381576033,319,Roll of the Dice: Duryodhana’s Mahabharata (Ajaya Book 1), Anand Neelakantan,4.3,667,9381576033,230
Federer, Chris Bowers,4,16,9381506841,326,Federer, Chris Bowers,4.5,35,9381506841,326
Democracy's XI: The Great Indian Cricket Story, Rajdeep Sardesai,2.4,63,9386228483,458,Democracy's XI: The Great Indian Cricket Story, Rajdeep Sardesai,4.6,198,9386228483,447
"Quiet Genius: Bob Paisley, British football’s greatest manager SHORTLISTED FOR...", Ian Herbert - Import,4.4,5,1472937333,296,"Quiet Genius: Bob Paisley, British football’s greatest manager SHORTLISTED FOR...", Ian Herbert - Import,4.8,4,1472937333,306
M S Dhoni: Captain Cool, Ayaz Memon - Import,4.3,31,8184955235,110,M S Dhoni: Captain Cool, Ayaz Memon - Import,4.3,133,8184955235,150
Ace against Odds, Sania Mirza,4.1,68,9351362639,290,Ace against Odds, Sania Mirza,4.4,252,9351362639,275
The Zoya Factor, Anuja Chauhan,4.1,62,9385724835,227,The Zoya Factor, Anuja Chauhan,4.4,88,9385724835,227
Free Hit: The Story of Women's Cricket in India, Suprita Das,5,1,9353024552,311,Free Hit: The Story of Women's Cricket in India, Suprita Das,4.7,34,9353024552,311
"Strength Training: The Complete Step-by-Step Guide to a Stronger, Sculpted Body...", DK,4.8,8,1405344377,664,"Strength Training: The Complete Step-by-Step Guide to a Stronger, Sculpted Body...", DK,4.6,13,1405344377,719
The Man Eating Leopard of Rudraprayag, Jim Corbett - Import,4.7,72,8129141841,140,The Man Eating Leopard of Rudraprayag, Jim Corbett - Import,4.6,37,8129141841,155
Mid-Wicket Tales: From Trumper to Tendulkar, S Giridhar,4.6,18,8132117387,440,Mid-Wicket Tales: From Trumper to Tendulkar, S Giridhar,4.4,27,8132117387,379
SSB Interview: The Complete Guide, Dr. N.K. Natarajan,4.4,515,8184955693,148,SSB Interview: The Complete Guide, Dr. N.K. Natarajan,4.3,3371,8184955693,148
Heat and Mass Transfer: Fundamentals and Applications (SIE), Yunus A Cengel; Afshin J. Ghajar,3.6,35,9339223195,531,Heat and Mass Transfer: Fundamentals and Applications (SIE), Yunus A Cengel; Afshin J. Ghajar,4.4,270,9339223195,531
Poor Economics: Rethinking Poverty & the Ways to End it, Abhijit V. Banerjee,4.5,46,8184002807,419,Poor Economics: Rethinking Poverty & the Ways to End it, Abhijit V. Banerjee,4.6,177,8184002807,465
The Theory of Everything,Stephen Hawking,4.5,531,8179925919,111,The Theory of Everything,Stephen Hawking,4.2,18,8179925919,190
Objective Electrical Technology (2018-19 Session), V.K Mehta,4.1,393,8121920973,494,Objective Electrical Technology (2018-19 Session), V.K Mehta,4.3,2905,8121920973,494
Water Resources Engineering Vol. II Irrigation Engineering & Hydraulic Structures, Santosh Kumar Garg,4,42,8174090479,395,Water Resources Engineering Vol. II Irrigation Engineering & Hydraulic Structures, Santosh Kumar Garg,4.5,191,8174090479,570
Practical Boiler Operation Engineering and Power Plant, Amiya Ranjan Mallick,4.4,89,8120351398,499,Practical Boiler Operation Engineering and Power Plant, Amiya Ranjan Mallick,4.3,185,8120351398,499
"Hughes Electrical and Electronic Technology, 10e", Hughes,4.2,30,8131733661,328,"Hughes Electrical and Electronic Technology, 10e", Hughes,4.4,189,8131733661,695
Communication and Educational Technology in Nursing, Sharma Suresh,5,1,8131243745,451,Communication and Educational Technology in Nursing, Sharma Suresh,4.5,21,8131243745,520
Solved Papers for Manipal Engineering 2018, Arihant Experts,5,2,9313166461,307,Solved Papers for Manipal Engineering 2018, Arihant Experts,4.6,10,9313166461,257
Design Data Handbook for Mechanical Engineering in SI and Metric Units, K. Mahadevan - Import,4.3,76,8123923155,316,Design Data Handbook for Mechanical Engineering in SI and Metric Units, K. Mahadevan - Import,4.3,661,8123923155,344
Heat Treatment: Principles and Techniques, Rajan T.V,4.5,21,8120340957,254,Heat Treatment: Principles and Techniques, Rajan T.V,4.4,58,8120340957,344
Oswaal CBSE Question Bank Class 10 Foundation of Information Technology Chapterwise..., Oswaal Editorial Board,3.5,11,9387504956,184,Oswaal CBSE Question Bank Class 10 Foundation of Information Technology Chapterwise..., Oswaal Editorial Board,4.4,35,9387504956,195
Introduction to Finite Elements in Engineering, Chandrupatla,3.7,10,9332551820,499,Introduction to Finite Elements in Engineering, Chandrupatla,4.4,40,9332551820,543
Principles of Power System, V.K Mehta,4.1,50,8121924960,439,Principles of Power System, V.K Mehta,4.4,608,8121924960,439
Chemistry Textbook Part - 1 for Class - 12  - 12085, NCERT,3.7,94,8174506489,170,Chemistry Textbook Part - 1 for Class - 12  - 12085, NCERT,4.3,666,8174506489,163
CBSE NCERT Solutions Physics  12  for 2018 - 19, Nidhi Goel,4.3,135,9351416119,82,CBSE NCERT Solutions Physics  12  for 2018 - 19, Nidhi Goel,4.2,650,9351416119,82
Textbook of Bakery and Confectionery, Ashokkumar Y,4.1,30,8120346033,225,Textbook of Bakery and Confectionery, Ashokkumar Y,4.4,133,8120346033,233
Textbook of Environmental Studies for Undergraduate Courses, Erach Bharucha,4.1,92,8173718628,225,Textbook of Environmental Studies for Undergraduate Courses, Erach Bharucha,4.3,434,8173718628,200
A Textbook of Organic Chemistry, Bahl Arun,4.4,43,9352531965,715,A Textbook of Organic Chemistry, Bahl Arun,4.4,22,9352531965,778
NCERT Text Book with Exemplar Problems-Solutions: Mathematics Class 10, MTG Editorial Board,5,3,9387747425,186,NCERT Text Book with Exemplar Problems-Solutions: Mathematics Class 10, MTG Editorial Board,4.3,16,9387747425,180
The 30 Seconds Thrillers, K V Sridhar,4.1,9,9385936948,262,The 30 Seconds Thrillers, K V Sridhar,4.5,15,9385936948,293
"Chai, Chai: 1", Bishwanath Ghosh,3.7,92,9380032862,275,"Chai, Chai: 1", Bishwanath Ghosh,4,135,9380032862,194
Around India in 80 Trains, Monisha Rajesh,3.9,46,8174369139,295,Around India in 80 Trains, Monisha Rajesh,3.9,117,8174369139,316
Tales from India, Rudyard Kipling,4.5,5,9380914415,208,Tales from India, Rudyard Kipling,4.5,8,9380914415,221
Travels in a Dervish Cloak: Adventures in Pakistan, Isambard Wilkinson,5,2,9388038177,374,Travels in a Dervish Cloak: Adventures in Pakistan, Isambard Wilkinson,4.6,89,9388038177,374
The Age of Kali: Indian Travels and Encounters, William Dalrymple,4.4,6,9385936549,375,The Age of Kali: Indian Travels and Encounters, William Dalrymple,4.8,13,9385936549,349
AAP & Down: An Insider’s Story of India’s Most Controversial Party, Mayank Gandhi,4.5,27,9386797143,218,AAP & Down: An Insider’s Story of India’s Most Controversial Party, Mayank Gandhi,4.7,18,9386797143,218
SuperCouples, Prachi Garg,4.6,200,9382665897,118,SuperCouples, Prachi Garg,2.7,56,9382665897,118
Curfewed Night, Basharat Peer,4.2,140,8184000901,280,Curfewed Night, Basharat Peer,4.5,612,8184000901,280
KPS Gill the Paramount Cop, Rahul Chandan,4,33,9350335603,265,KPS Gill the Paramount Cop, Rahul Chandan,4.5,86,9350335603,207
The Last Lecture, Randy Pausch,4.3,18,8183223583,166,The Last Lecture, Randy Pausch,4.3,21,8183223583,166
If I Stay, Gayle Forman,3.9,111,1909531235,255,If I Stay, Gayle Forman,4.3,638,1909531235,255
Fangirl, Rainbow Rowell - Unabridged,4.2,186,1447263227,320,Fangirl, Rainbow Rowell - Unabridged,4.4,632,1447263227,248
Fever Code (Prequel Maze Runner) (Maze Runner Series), James Dashner,4.1,15,1911077031,198,Fever Code (Prequel Maze Runner) (Maze Runner Series), James Dashner,4.4,162,1911077031,237
Glass Sword (Red Queen), Victoria Aveyard,4,25,1409150747,196,Glass Sword (Red Queen), Victoria Aveyard,4.6,112,1409150747,196
Heartless, Marissa Meyer,4.3,26,1509818022,350,Heartless, Marissa Meyer,4.3,19,1509818022,380
The Secret to Teen Power, Paul Harrington,4.8,48,1847386938,492,The Secret to Teen Power, Paul Harrington,4.5,207,1847386938,373
Harry Potter and the Deathly Hallows (Harry Potter 7), J.K. Rowling,4.6,352,1408855712,666,Harry Potter and the Deathly Hallows (Harry Potter 7), J.K. Rowling,4.7,2083,1408855712,452
Sita's Ramayana, Samhita Arni,3.6,5,9380340036,542,Sita's Ramayana, Samhita Arni,4.1,19,9380340036,550
The Maze Runner #02 Scorch Trials Movie Tie-in, James Dashner,3.9,56,9351039684,247,The Maze Runner #02 Scorch Trials Movie Tie-in, James Dashner,4.6,180,9351039684,234
Tom Gates #10: Super Good Skills (Almost . . .),NILL,4.4,24,9386041901,213,Tom Gates #10: Super Good Skills (Almost . . .),NILL,4.6,94,9386041901,237
